39, State-gov, 77516, Bachelors, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, <=50K
34, Private,417880, Bachelors,13, Never-married, Transport-moving, Not-in-family, White, Male,22,1661,40, Jamaica, <=50K
60, Local-gov,140330, Bachelors,12, Divorced, Prof-specialty, Unmarried, White, Female,3771,0,37, ?, <=50K
30, Private,335490, Doctorate,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-42,-1,35, Mexico, <=50K
38, Private,368661, Masters,13, Never-married, Exec-managerial, Not-in-family, White, Male,-4,3,40, Cambodia, >50K
19, Private,221916, 1st-4th,4, Never-married, ?, Own-child, White, Male,4076,2,39, United-States, <=50K
33, Never-worked,223797, HS-grad,9, Married-civ-spouse, Sales, Unmarried, White, Male,-60,0,39, Philippines, <=50K
47, Self-emp-inc,38210, Assoc-voc,13, Married-civ-spouse, Sales, Husband, White, Male,14941,2008,49, United-States, >50K
53, Self-emp-not-inc,285136, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-21,1,39, United-States, <=50K
45, Federal-gov,51898, 7th-8th,13, Never-married, Exec-managerial, Not-in-family, White, Male,-47,0,39, United-States, <=50K
29, State-gov,184758, Bachelors,10, Divorced, Exec-managerial, Not-in-family, Black, Female,-21,1640,37, United-States, <=50K
53, Private,377418, Bachelors,6, Never-married, Craft-repair, Unmarried, Black, Male,-70,0,39, United-States, <=50K
36, ?,112698, HS-grad,9, Divorced, ?, Not-in-family, White, Female,-59,-1,27, United-States, <=50K
71, Private,417378, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,47,0,39, United-States, <=50K
53, Never-worked,400308, Masters,8, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,-48,3,49, Guatemala, <=50K
30, Private,349838, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,106,-2,50, Puerto-Rico, >50K
82, Local-gov,62317, 12th,9, Never-married, Machine-op-inspct, Not-in-family, White, Male,-17,2,48, United-States, <=50K
46, Federal-gov,53466, Bachelors,13, Never-married, Adm-clerical, Unmarried, Black, Female,-74,-1,40, United-States, <=50K
30, State-gov,203369, 5th-6th,13, Married-civ-spouse, Adm-clerical, Husband, White, Female,40,2,49, United-States, <=50K
39, Private,576321, HS-grad,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Female,32,5,57, ?, <=50K
24, Private,201952, 7th-8th,12, Married-civ-spouse, Transport-moving, Husband, White, Male,7747,-1,49, United-States, <=50K
57, Private,53725, 7th-8th,12, Married-civ-spouse, Exec-managerial, Husband, White, Male,-12,0,39, United-States, >50K
21, Private,141413, HS-grad,8, Never-married, Craft-repair, Unmarried, White, Male,18,0,21, United-States, <=50K
47, Private,196548, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,42,0,35, India, >50K
53, Local-gov,330876, Bachelors,3, Married-civ-spouse, Farming-fishing, Husband, White, Male,3,4,64, United-States, <=50K
22, Private,129944, 12th,13, Never-married, Adm-clerical, Other-relative, White, Male,18,1,39, United-States, <=50K
20, Private,75654, 11th,6, Never-married, Handlers-cleaners, Own-child, White, Male,13,-1,39, United-States, <=50K
42, Private,129458, Some-college,10, Married-spouse-absent, Sales, Husband, White, Male,-11,0,39, ?, <=50K
27, Private,60461, 11th,12, Never-married, Other-service, Not-in-family, White, Male,30,-4,39, United-States, <=50K
34, Self-emp-inc,156005, Some-college,10, Married-civ-spouse, Tech-support, Husband, White, Male,-10,-1,49, United-States, >50K
64, Private,284025, Bachelors,10, Never-married, Other-service, Husband, Asian-Pac-Islander, Female,12,2,39, Cambodia, <=50K
46, State-gov,95337, Masters,10, Married-civ-spouse, Sales, Husband, White, Male,-37,0,49, United-States, >50K
52, ?,230895, HS-grad,8, Married-civ-spouse, Farming-fishing, Husband, White, Male,20,1,59, United-States, <=50K
48, Local-gov,365312, HS-grad,9, Never-married, Exec-managerial, Unmarried, White, Male,38,1,40, United-States, <=50K
20, Self-emp-not-inc,278401, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,49,1,57, United-States, <=50K
78, State-gov,234681, 7th-8th,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,77,-2,39, United-States, >50K
48, Private,262706, Prof-school,12, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,-2,2,39, United-States, >50K
28, Private,57377, HS-grad,3, Never-married, Handlers-cleaners, Unmarried, White, Male,-43,-2,39, United-States, <=50K
51, Private,281508, Some-college,12, Married-civ-spouse, Transport-moving, Husband, White, Male,29,-1,39, United-States, >50K
39, Self-emp-not-inc,257623, Assoc-voc,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Female,37,-2,11, United-States, <=50K
34, Private,37539, Assoc-acdm,14, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,-48,-2,39, United-States, >50K
28, Local-gov,239624, Masters,11, Never-married, Sales, Not-in-family, White, Male,56,2,18, India, <=50K
20, Private,159379, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,73,-2,16, United-States, <=50K
36, Private,105016, HS-grad,8, Separated, Other-service, Unmarried, White, Female,-8,0,16, United-States, <=50K
21, Private,161374, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,-29,-1,49, United-States, <=50K
47, ?,182203, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,7097,4,62, United-States, >50K
49, Federal-gov,43547, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,2,-3,65, United-States, >50K
23, Private,319020, HS-grad,10, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,-33,0,40, United-States, <=50K
57, Private,590739, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,25,-1,39, United-States, <=50K
31, Local-gov,259397, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,-36,1,14, United-States, <=50K
24, Private,432020, 12th,4, Married-civ-spouse, Prof-specialty, Husband, White, Male,32,0,51, United-States, <=50K
33, Private,397388, 9th,13, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Female,95,-3,40, United-States, <=50K
29, Private,245011, HS-grad,8, Never-married, Handlers-cleaners, Not-in-family, White, Female,-3,2,26, India, <=50K
35, Self-emp-not-inc,196108, Doctorate,14, Never-married, Transport-moving, Husband, White, Male,7,3,39, United-States, >50K
35, Self-emp-inc,114414, Some-college,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7404,1,39, United-States, >50K
29, Private,303562, HS-grad,9, Separated, Other-service, Unmarried, White, Female,45,1,39, United-States, <=50K
33, Private,183896, Some-college,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Male,0,-3,40, Mexico, <=50K
32, Private,56016, HS-grad,12, Widowed, Other-service, Unmarried, White, Female,-1,1,13, United-States, <=50K
46, Local-gov,333283, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,-6,1668,49, United-States, <=50K
35, Private,404028, Assoc-acdm,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,71,-3,40, United-States, >50K
41, Private,66803, Doctorate,5, Never-married, Sales, Husband, White, Male,88,-1,21, United-States, <=50K
22, Private,257740, HS-grad,8, Never-married, Sales, Own-child, White, Male,18,0,39, United-States, <=50K
65, State-gov,124068, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,15054,4,44, United-States, >50K
34, Self-emp-inc,438834, 7th-8th,3, Married-civ-spouse, Exec-managerial, Husband, White, Male,-4,1,39, United-States, >50K
65, Private,189937, Bachelors,14, Never-married, Sales, Husband, White, Male,52,4,50, United-States, >50K
45, State-gov,349745, Bachelors,10, Divorced, Prof-specialty, Not-in-family, White, Male,-14,-8,39, United-States, <=50K
60, Self-emp-not-inc,175976, Masters,13, Married-civ-spouse, Tech-support, Husband, White, Male,-14,-1,60, United-States, >50K
46, Private,306548, Some-college,8, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-2,0,44, Puerto-Rico, <=50K
34, Private,33218, 7th-8th,4, Never-married, Prof-specialty, Unmarried, White, Female,-14,-5,40, ?, <=50K
29, Without-pay,25175, Bachelors,13, Married-spouse-absent, Prof-specialty, Wife, White, Female,51,0,49, United-States, >50K
48, Local-gov,323030, Bachelors,11, Never-married, Sales, Not-in-family, White, Female,20,1,49, Honduras, <=50K
38, Private,133586, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,-2,1,40, Mexico, <=50K
32, Local-gov,235948, HS-grad,9, Never-married, Exec-managerial, Not-in-family, White, Female,50,3,39, United-States, <=50K
33, Private,36649, 7th-8th,13, Never-married, Exec-managerial, Not-in-family, Other, Male,20,-2,61, Taiwan, <=50K
37, Never-worked,201306, Assoc-acdm,10, Married-civ-spouse, Craft-repair, Husband, White, Male,4,3,39, ?, <=50K
33, Private,200078, Some-college,4, Never-married, Other-service, Not-in-family, White, Male,-18,1,31, United-States, <=50K
48, Self-emp-not-inc,183944, Some-college,10, Married-civ-spouse, Handlers-cleaners, Not-in-family, White, Male,17,0,17, Puerto-Rico, <=50K
72, Private,47968, HS-grad,8, Divorced, Adm-clerical, Unmarried, White, Female,-16,3,19, United-States, <=50K
24, Private,271530, Some-college,10, Never-married, Handlers-cleaners, Not-in-family, Black, Male,0,-2,21, United-States, <=50K
33, Self-emp-not-inc,333795, Some-college,9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-67,-1,49, United-States, <=50K
43, Without-pay,254325, 12th,14, Married-civ-spouse, Craft-repair, Wife, White, Male,-17,1,59, United-States, >50K
21, Private,524066, HS-grad,8, Separated, Machine-op-inspct, Unmarried, Black, Female,122,-2,39, United-States, <=50K
28, Private,175759, Some-college,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,-30,3,55, ?, >50K
21, Private,433442, Bachelors,3, Never-married, Craft-repair, Other-relative, White, Male,-44,0,12, United-States, <=50K
26, ?,117066, Assoc-acdm,6, Never-married, ?, Own-child, White, Female,-14,0,10, United-States, <=50K
50, Private,171484, Some-college,9, Married-civ-spouse, Sales, Husband, White, Male,9,1,58, United-States, <=50K
62, Federal-gov,256058, Prof-school,14, Married-civ-spouse, Adm-clerical, Husband, White, Male,4167,0,40, China, >50K
19, Private,198736, HS-grad,9, Never-married, Other-service, Not-in-family, White, Female,-7,-3,39, Germany, <=50K
28, Private,177007, HS-grad,8, Married-civ-spouse, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Female,-6,2056,39, United-States, <=50K
37, Private,35726, 9th,13, Never-married, Prof-specialty, Unmarried, Asian-Pac-Islander, Male,-2,-1,39, ?, <=50K
29, Private,386550, Masters,10, Never-married, Adm-clerical, Own-child, White, Male,-54,-2,44, United-States, <=50K
32, State-gov,169654, Some-college,9, Widowed, Exec-managerial, Unmarried, White, Female,-13,2,39, Honduras, <=50K
38, Private,54937, HS-grad,8, Widowed, Exec-managerial, Husband, White, Female,10,0,39, United-States, >50K
46, Private,348395, Assoc-acdm,11, Married-civ-spouse, Exec-managerial, Wife, White, Female,16517,0,32, United-States, >50K
37, Private,287406, Some-college,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,7,0,59, United-States, <=50K
25, Private,217363, HS-grad,8, Married-civ-spouse, Craft-repair, Husband, White, Male,-4,2,39, United-States, <=50K
51, Self-emp-not-inc,282162, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,-101,0,40, United-States, >50K
53, Local-gov,422220, HS-grad,8, Widowed, Adm-clerical, Unmarried, White, Female,41,-2,35, United-States, <=50K
43, Private,376444, HS-grad,13, Married-civ-spouse, Handlers-cleaners, Other-relative, White, Male,-26,0,33, United-States, <=50K
38, Self-emp-not-inc,352572, Assoc-voc,13, Married-civ-spouse, Craft-repair, Not-in-family, Black, Male,-23,-3,39, United-States, <=50K
19, Federal-gov,192375, 12th,13, Never-married, Craft-repair, Not-in-family, White, Female,-11,0,39, Puerto-Rico, <=50K
46, Self-emp-not-inc,405357, HS-grad,8, Separated, Machine-op-inspct, Not-in-family, Black, Female,54,1,39, United-States, <=50K
36, Private,251559, Some-college,9, Widowed, Adm-clerical, Not-in-family, Black, Female,40,0,39, United-States, <=50K
29, Private,252058, 5th-6th,13, Never-married, Adm-clerical, Not-in-family, White, Female,-76,0,39, United-States, <=50K
18, Private,365107, HS-grad,9, Never-married, Handlers-cleaners, Other-relative, Amer-Indian-Eskimo, Female,-13,-5,39, Germany, <=50K
48, Federal-gov,397293, HS-grad,9, Separated, Machine-op-inspct, Unmarried, Black, Female,67,0,27, United-States, <=50K
35, Self-emp-not-inc,185569, Some-college,14, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male,-67,1836,39, Mexico, >50K
21, Private,169287, 11th,8, Never-married, ?, Own-child, White, Male,-5,-2,20, United-States, <=50K
32, ?,92115, Assoc-acdm,8, Divorced, Adm-clerical, Unmarried, White, Female,5,2,33, United-States, <=50K
30, Self-emp-not-inc,50348, HS-grad,8, Married-civ-spouse, Adm-clerical, Husband, White, Female,9,1,35, United-States, <=50K
35, Local-gov,227715, Assoc-voc,12, Divorced, Adm-clerical, Unmarried, White, Female,35,1718,39, United-States, <=50K
51, Self-emp-inc,172269, Prof-school,10, Married-civ-spouse, Tech-support, Wife, White, Male,-35,-1,50, United-States, >50K
26, Private,230855, Bachelors,13, Never-married, Craft-repair, Husband, White, Male,63,-1,27, Puerto-Rico, >50K
20, Private,165300, 10th,6, Never-married, Handlers-cleaners, Own-child, White, Female,72,-1,21, United-States, <=50K
28, Self-emp-not-inc,221820, Some-college,9, Married-civ-spouse, Craft-repair, Husband, White, Male,72,-1,40, United-States, <=50K
19, Private,322244, 11th,7, Never-married, Sales, Own-child, White, Male,39,2,7, United-States, <=50K
60, State-gov,96790, Some-college,13, Married-AF-spouse, Tech-support, Not-in-family, White, Male,2,0,39, England, >50K
62, Private,160380, HS-grad,8, Widowed, Sales, Not-in-family, White, Female,65,0,13, United-States, <=50K
39, Federal-gov,337959, 7th-8th,14, Divorced, Adm-clerical, Husband, White, Male,21,0,50, United-States, <=50K
53, Private,33421, 7th-8th,3, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,12,4,44, United-States, <=50K
51, Self-emp-not-inc,152892, Some-college,15, Married-civ-spouse, Sales, Husband, White, Male,-11,1,49, United-States, <=50K
33, Private,105245, Prof-school,15, Married-civ-spouse, Prof-specialty, Wife, White, Male,15505,1717,57, United-States, >50K
52, ?,291213, HS-grad,8, Never-married, Adm-clerical, Unmarried, Black, Female,-54,2,17, United-States, <=50K
27, Private,136081, HS-grad,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,31,0,39, United-States, <=50K
40, State-gov,51878, Assoc-voc,13, Married-AF-spouse, ?, Unmarried, White, Male,-9,1,39, United-States, <=50K
32, Private,42572, Some-college,9, Married-civ-spouse, ?, Husband, White, Male,-18,1685,40, United-States, <=50K
45, State-gov,205461, HS-grad,8, Widowed, ?, Unmarried, White, Female,19,1,20, United-States, <=50K
45, State-gov,37697, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,-71,1,50, United-States, <=50K
48, Self-emp-not-inc,118024, 9th,14, Divorced, Machine-op-inspct, Unmarried, White, Male,-7,3,43, Nicaragua, <=50K
41, Local-gov,311880, HS-grad,10, Divorced, Handlers-cleaners, Wife, Amer-Indian-Eskimo, Male,-28,0,37, United-States, <=50K
57, Self-emp-not-inc,372513, HS-grad,9, Married-civ-spouse, Transport-moving, Husband, White, Male,2803,-1,35, United-States, <=50K
39, Self-emp-inc,353466, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-1,1775,50, United-States, >50K
35, Self-emp-not-inc,205800, HS-grad,8, Married-civ-spouse, Transport-moving, Husband, Asian-Pac-Islander, Male,-25,2,45, United-States, <=50K
62, Private,35252, Bachelors,13, Never-married, Prof-specialty, Wife, White, Female,74,-1,56, China, <=50K
57, Self-emp-not-inc,51160, Some-college,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7,0,40, United-States, >50K
75, ?,39695, 5th-6th,13, Widowed, ?, Not-in-family, Black, Female,-66,3,33, United-States, <=50K
42, State-gov,47652, Assoc-voc,13, Divorced, ?, Unmarried, White, Female,-3,1,15, United-States, >50K
33, Self-emp-not-inc,150833, Some-college,9, Married-civ-spouse, Transport-moving, Husband, White, Male,-95,0,16, United-States, <=50K
40, Local-gov,402079, HS-grad,9, Divorced, Machine-op-inspct, Unmarried, White, Female,37,-1,28, United-States, <=50K
43, Self-emp-not-inc,40025, Assoc-voc,9, Married-civ-spouse, Protective-serv, Husband, White, Male,20,-4,67, England, >50K
45, Private,297365, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,18,-4,14, United-States, <=50K
44, Private,181937, Some-college,10, Married-civ-spouse, Exec-managerial, Not-in-family, White, Male,23,-1,39, United-States, <=50K
